"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14146","Navigate to Website","chromium","Mon Jul 28 18:09:05 IST 2025","passed","Mon Jul 28 18:09:19 IST 2025","IKEA Advanced Search test","main.spec.js","",""
